"garbage_pile1";203922.797852;17634.101562;254.805023;0.000000;0.000000;2.343433;4.020714;
"garbage_pile1";203922.021484;17635.226563;24.494080;0.000000;0.000000;2.683388;4.412056;
"garbage_pile1";203917.185791;17618.539062;316.039917;0.000000;0.000000;2.264442;3.004997;
"garbage_pile1";203917.511718;17620.876953;338.471222;0.000000;0.000000;1.977565;3.907997;
"garbage_pile1";203914.082520;17595.701172;108.933716;0.000000;0.000000;1.977565;2.354095;
"garbage_pile1";203762.801758;17507.134766;24.494080;0.000000;0.000000;2.683388;4.412056;
"garbage_pile1";203747.552246;17456.205078;358.710938;0.000000;0.000000;1.977565;4.598297;
"garbage_pile1";203763.578125;17506.009765;254.805023;0.000000;0.000000;2.343433;4.020714;
"garbage_pile1";203754.862793;17467.609375;108.933716;0.000000;0.000000;1.977565;2.354095;
"garbage_pile1";203757.966064;17490.447265;316.039917;0.000000;0.000000;2.264442;3.004997;
"garbage_pile1";203758.291992;17492.785156;338.471222;0.000000;0.000000;1.977565;3.907997;
"garbage_pile1";203754.750244;17468.943359;308.244080;0.000000;0.000000;2.474874;3.155777;
"garbage_pile1";203906.771972;17584.296875;358.710938;0.000000;0.000000;1.977565;4.598297;
"garbage_pile1";203748.211182;17454.355469;108.933716;0.000000;0.000000;1.977565;2.354095;
"garbage_pile1";203907.430908;17582.447266;108.933716;0.000000;0.000000;1.977565;2.354095;
"garbage_pile1";203913.969970;17597.035156;308.244080;0.000000;0.000000;2.474874;3.155777;
"garbage_pile5";203919.004395;17620.289063;105.066162;0.000000;0.000000;1.999669;2.156662;
"garbage_pile5";203925.514160;17632.599609;152.378174;0.000000;0.000000;2.369631;2.156662;
"garbage_pile5";203915.870361;17598.583984;103.905975;0.000000;0.000000;1.999674;3.294029;
"garbage_pile5";203907.970215;17583.230469;125.305893;0.000000;0.000000;1.999668;2.846962;
"garbage_pile5";203756.650635;17470.492188;103.905975;0.000000;0.000000;1.999674;3.294029;
"garbage_pile5";203748.750488;17455.138672;125.305893;0.000000;0.000000;1.999668;2.846962;
"garbage_pile5";203759.784668;17492.197266;105.066162;0.000000;0.000000;1.999669;2.156662;
"garbage_pile5";203766.294434;17504.507813;152.378174;0.000000;0.000000;2.369631;2.156662;
"misc_coil";203944.471680;17644.949219;279.719666;59.999992;180.000000;0.754651;14.415169;
"misc_coil";203819.558594;17545.365234;124.634308;59.999992;180.019775;0.754651;14.501022;
"misc_coil";203819.140625;17546.357422;0.000000;0.000000;0.000000;1.000000;0.000000;
"misc_coil";203978.778321;17673.457031;124.634308;59.999992;180.019775;0.754651;14.501022;
"misc_coil";203785.251953;17516.857422;279.719666;59.999992;180.000000;0.754651;14.415169;
"misc_coil";203977.641602;17675.166016;0.000000;0.000000;0.000000;1.000000;0.000000;
"misc_coil";203978.360352;17674.449219;0.000000;0.000000;0.000000;1.000000;0.000000;
"misc_coil";203818.421875;17547.074219;0.000000;0.000000;0.000000;1.000000;0.000000;
"misc_pallets3";203960.021241;17661.707031;200.239716;60.000000;200.000000;1.000000;16.022339;
"misc_pallets3";203960.853515;17660.355469;332.893860;60.000000;200.000092;1.000000;17.107864;
"misc_pallets3";203801.633789;17532.263672;332.893860;60.000000;200.000092;1.000000;17.107864;
"misc_pallets3";203800.801514;17533.615234;200.239716;60.000000;200.000000;1.000000;16.022339;
