"chernobyl\budova_1";208097.015625;15529.744141;180.000000;0.000000;0.000000;1.000000;0.000000;
"chernobyl\budova_10";208833.671875;15381.538086;180.000000;0.000000;0.000000;1.000000;-0.000001;
"chernobyl\budova_11";208812.453126;15254.263672;180.000000;0.000000;0.000000;1.000000;-0.000001;
"chernobyl\budova_12";208860.078125;15294.065430;180.000000;0.000000;0.000000;1.000000;0.000000;
"chernobyl\budova_12";208224.171875;14660.641602;180.000000;0.000000;0.000000;1.000000;0.000000;
"chernobyl\budova_13";208881.812498;15508.621094;180.000000;0.000000;0.000000;1.000000;0.000002;
"chernobyl\budova_13";208293.625002;14661.594727;0.000000;0.000000;0.000000;1.000000;0.000002;
"chernobyl\budova_13";208973.812500;14641.181638;90.000000;0.000000;0.000000;1.000000;0.000001;
"chernobyl\budova_13";204719.390623;16392.375001;217.999969;0.000000;0.019782;1.000000;0.000000;
"chernobyl\budova_14";209085.406250;15491.192383;180.000000;0.000000;0.000000;1.000000;-0.000002;
"chernobyl\budova_15";209098.265625;15411.967773;180.000000;0.000000;0.000000;1.000000;-0.000005;
"chernobyl\budova_16";209045.265625;15326.497070;180.000000;0.000000;0.000000;1.000000;0.000000;
"chernobyl\budova_17";209001.593750;15264.449219;180.000000;0.000000;0.000000;1.000000;0.000000;
"chernobyl\budova_18";209106.125000;15256.988281;180.000000;0.000000;0.000000;1.000000;0.000001;
"chernobyl\budova_19";208900.062500;15214.840820;180.000000;0.000000;0.000000;1.000000;0.000000;
"chernobyl\budova_2";208120.984375;15401.757813;180.000000;0.000000;0.000000;1.000000;0.000018;
"chernobyl\budova_20";209119.187500;15138.327150;180.000000;0.000000;0.000000;1.000000;0.000000;
"chernobyl\budova_21";209008.875000;15143.449219;180.000000;0.000000;0.000000;1.000000;0.000000;
"chernobyl\budova_22";208804.203125;14993.940430;180.000000;0.000000;0.000000;0.999974;0.000003;
"chernobyl\budova_23";208569.500000;14993.945312;180.000000;0.000000;0.000000;0.999978;1.229990;
"chernobyl\budova_24";208396.968750;14994.016602;180.000000;0.000000;0.000000;1.000000;-0.000007;
"chernobyl\budova_25";208154.374998;14997.067383;180.000000;0.000000;0.000000;1.000000;1.204822;
"chernobyl\budova_26";208473.875000;14995.375000;180.000000;0.000000;0.000000;1.000000;0.000000;
"chernobyl\budova_27";208488.015625;14953.233399;180.000000;0.000000;0.000000;1.000000;0.000000;
"chernobyl\budova_28";208685.421875;14905.914063;180.000000;0.000000;0.000000;0.999959;-0.000001;
"chernobyl\budova_29";208278.203125;14905.985352;180.000000;0.000000;0.000000;1.000000;-0.000001;
"chernobyl\budova_3_1";208473.718750;15408.466797;180.000000;0.000000;0.000000;1.000000;0.000014;
"chernobyl\budova_3_2";208455.015624;15412.261719;180.000000;0.000000;0.000000;1.000000;-0.000003;
"chernobyl\budova_30_1";208213.687500;15070.982423;180.000000;0.000000;0.000000;1.000000;-0.000004;
"chernobyl\budova_30_2";208122.812500;15121.840820;180.000000;0.000000;0.000000;1.000000;0.000018;
"chernobyl\budova_4";208427.484375;15209.107422;180.000000;0.000000;0.000000;1.000000;-0.000003;
"chernobyl\budova_5";208534.468750;15303.325195;180.000000;0.000000;0.000000;1.000000;-0.000001;
"chernobyl\budova_6";208493.218750;15224.270508;180.000000;0.000000;0.000000;1.000000;0.000000;
"chernobyl\budova_7";208635.484375;15449.288088;180.000000;0.000000;0.000000;1.000000;0.000000;
